,scripting,rendering,loading,painting,JS Frame,Layout,Parse HTML,Recalculate Style,Run Microtasks,Paint,Compile Script,Minor GC,Update Layer Tree,Parse Stylesheet,Composite Layers,Evaluate Script,Hit Test,XHR Ready State Change,firstPaint,forcedReflowEvents,fps.mean,fps.variance,fps.sd,fps.lo,fps.hi,Timestamp,AudioHandlers,Documents,Frames,JSEventListeners,LayoutObjects,MediaKeySessions,MediaKeys,Nodes,Resources,ContextLifecycleStateObservers,V8PerContextDatas,WorkerGlobalScopes,UACSSResources,RTCPeerConnections,ResourceFetchers,AdSubframes,DetachedScriptStates,ArrayBufferContents,LayoutCount,RecalcStyleCount,LayoutDuration,RecalcStyleDuration,DevToolsCommandDuration,ScriptDuration,V8CompileDuration,TaskDuration,TaskOtherDuration,ThreadTime,ProcessTime,JSHeapUsedSize,JSHeapTotalSize,FirstMeaningfulPaint,DomContentLoaded,NavigationStart,connectEnd,connectStart,domComplete,domContentLoadedEventEnd,domContentLoadedEventStart,domInteractive,domLoading,domainLookupEnd,domainLookupStart,fetchStart,loadEventEnd,loadEventStart,navigationStart,redirectEnd,redirectStart,requestStart,responseEnd,responseStart,secureConnectionStart,unloadEventEnd,unloadEventStart,Animation Frame Fired,Image Decode,XHR Load,Major GC,fps,Fire Idle Callback
0,93.37500011920929,44.12900006771088,16.72700011730194,5.354000687599182,78.4980001449585,31.308000087738037,15.618000268936157,9.002000093460083,6.764999985694885,2.9370005130767822,3.2989999055862427,2.2989999055862427,3.6399998664855957,1.1089998483657837,2.366000175476074,0.4830000400543213,0.17900002002716064,0.14600014686584473,1.447271,5,47.34,17586.93,132.62,26.28,733.14,595058.078016,0.0,6.0,2.0,206.0,117.0,0.0,0.0,341.0,39.0,12.0,2.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,5.0,17.0,0.031687,0.008047,0.018454,0.084749,0.00327,0.251402,0.105195,0.307871,0.859375,5604892.0,7348224.0,0.0,595057.869351,595056.456447,1608609813156,1608609813155,1608609813567,1608609813382,1608609813381,1608609813381,1608609813161,1608609812854,1608609812854,1608609811969,1608609813567,1608609813567,1608609811968,0,0,1608609813156,1608609813157,1608609813157,0,0,0,1.8849999904632568,0.050999999046325684,0,0,0,0
0,124.35699999332428,54.13699996471405,18.78600001335144,10.595000147819519,104.79499959945679,32.54699993133545,17.23300004005432,14.14900016784668,6.299000024795532,3.4870001077651978,3.434000015258789,3.339000105857849,7.167999863624573,1.5529999732971191,7.070999979972839,0.44300007820129395,0.27300000190734863,0.13100004196166992,1.437321,5,62.54,183384.2,428.23,25.93,3663.0,595062.113531,0.0,6.0,2.0,206.0,117.0,0.0,0.0,341.0,39.0,12.0,2.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,5.0,47.0,0.032724,0.013031,0.015253,0.113509,0.003425,0.300556,0.122614,0.336266,1.09375,5645060.0,9707520.0,0.0,595061.601791,595060.191199,1608609816856,1608609816856,1608609817605,1608609817114,1608609817113,1608609817113,1608609816863,1608609816555,1608609816555,1608609815704,1608609817605,1608609817605,1608609815703,0,0,1608609816856,1608609816858,1608609816857,0,0,0,5.916000127792358,0.037000060081481934,0,0,0,0
0,112.61199963092804,37.21400022506714,17.312999963760376,1.0130000114440918,98.5979996919632,31.180000066757202,16.116000056266785,5.311000108718872,7.113000154495239,0.7070000171661377,3.92799973487854,2.4829999208450317,0.7230000495910645,1.1969999074935913,0.21000003814697266,0.36900031566619873,0,0.12099981307983398,0,5,23.95,6606.02,81.28,2.42,186.32,595069.093163,0.0,6.0,2.0,206.0,117.0,0.0,0.0,341.0,39.0,12.0,2.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,5.0,6.0,0.031397,0.004856,0.019363,0.103969,0.003932,0.253827,0.09031,0.294535,0.890625,5577784.0,7348224.0,0.0,595068.861629,595067.408682,1608609824101,1608609824100,1608609824584,1608609824374,1608609824373,1608609824373,1608609824105,1608609823799,1608609823799,1608609822921,1608609824584,1608609824584,1608609822920,0,0,1608609824101,1608609824102,1608609824101,0,0,0,0,0.09599995613098145,0,0,0,0
0,132.9259997010231,52.469999849796295,19.977999985218048,5.019000291824341,107.70799970626831,40.37200003862381,18.01399999856949,9.10999995470047,9.462000012397766,3.6100001335144043,4.99400007724762,3.1330000162124634,2.7959998846054077,1.9639999866485596,1.4090001583099365,6.3299999833106995,0.19199997186660767,0.18299978971481323,0.63733,5,49.03,589.18,24.27,16.76,85.64,354367.882396,0.0,6.0,2.0,209.0,117.0,0.0,0.0,342.0,39.0,12.0,2.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,3.0,11.0,0.040124,0.008285,0.020377,0.120971,0.004996,0.284471,0.089718,0.300227,0.8125,5362264.0,7086080.0,0.0,354367.694344,354367.088478,1610576388983,1610576388982,1610576389444,1610576389282,1610576389280,1610576389280,1610576388988,1610576388678,1610576388678,1610576388675,1610576389444,1610576389444,1610576388675,0,0,1610576388983,1610576388985,1610576388985,0,0,0,1.1160001158714294,0,0,0,0,0
0,1124.7350000143051,168.41000014543533,23.00500014424324,19.273999959230423,984.2079999446869,66.53200003504753,21.29600015282631,90.24600008130074,10.059000015258789,15.390000015497208,5.309000015258789,66.2620000243187,9.899000018835068,1.7089999914169312,3.8839999437332153,9.06199997663498,1.733000010251999,1.4170000851154327,0.666614,5,17.38,1667.57,40.84,1.44,69.41,262153.437332,0.0,2.0,2.0,257.0,2333.0,0.0,0.0,2429.0,52.0,4.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,5.0,22.0,0.066155,0.085816,0.053991,1.075124,0.005431,1.540646,0.254129,1.400565,4.234375,43850420.0,60882944.0,0.0,262151.978675,262151.356843,1610484178033,1610484178032,1610484178504,1610484178339,1610484178337,1610484178337,1610484178038,1610484177718,1610484177718,1610484177716,1610484178504,1610484178504,1610484177716,0,0,1610484178033,1610484178035,1610484178034,0,0,0,2.7699999511241913,0,1.4820000231266022,44.16599997878075,0,0
0,809.1329998075962,146.68700003623962,15.594000041484833,23.319999903440475,719.0030000805855,46.43200001120567,14.598000049591064,86.83699998259544,6.18299999833107,19.60799992084503,3.419000059366226,60.48399996757507,11.268000036478043,0.9959999918937683,3.7119999825954437,6.989999949932098,2.1500000059604645,1.4619998633861542,0.563639,5,19.05,4513.19,67.18,2.47,255.04,248707.008966,0.0,2.0,2.0,281.0,2729.0,0.0,0.0,2837.0,60.0,4.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,7.0,24.0,0.046285,0.086281,0.034107,0.798185,0.00342,1.1959,0.227622,1.097729,3.21875,50787320.0,65597440.0,0.0,248705.783654,248705.247704,1610470729956,1610470729956,1610470730345,1610470730181,1610470730179,1610470730179,1610470729961,1610470729645,1610470729645,1610470729644,1610470730345,1610470730345,1610470729644,0,0,1610470729957,1610470729958,1610470729958,0,0,0,2.6029999554157257,0,1.5079999566078186,7.480999976396561,0,0
0,757.1409997045994,106.7460001707077,15.42999991774559,15.32999986410141,669.8489999771118,36.18300002813339,13.904999911785126,62.32400006055832,5.791000008583069,10.943999946117401,3.1639999747276306,62.35400006175041,7.498000085353851,1.5250000059604645,4.385999917984009,5.597000002861023,0.7409999966621399,1.0799996852874756,1.004893,5,18.75,2450.39,49.5,2.21,166.2,248769.8588,0.0,3.0,2.0,278.0,3213.0,0.0,0.0,3331.0,59.0,6.0,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,7.0,32.0,0.036088,0.061776,0.040895,0.73937,0.003162,1.091591,0.2103,1.0643,3.96875,60646932.0,74825728.0,0.0,248768.208463,248767.226682,1610470791931,1610470791930,1610470793160,1610470792605,1610470792604,1610470792604,1610470791935,1610470791624,1610470791624,1610470791623,1610470793160,1610470793160,1610470791622,0,0,1610470791931,1610470791932,1610470791932,0,0,0,2.9509999454021454,0,1.7530000507831573,4.601999998092651,0,0
0,907.7229996919632,130.67800015211105,19.295000076293945,13.258999913930893,790.2149998247623,54.13800007104874,17.915000051259995,66.9410001039505,8.451000034809113,9.79699993133545,4.761999994516373,72.23500001430511,7.916999936103821,1.3800000250339508,3.4619999825954437,6.135999947786331,1.6820000410079956,0.9129997789859772,0.636539,5,21.61,4891.92,69.94,1.67,277.09,249235.911881,0.0,2.0,2.0,200.0,1987.0,0.0,0.0,2083.0,33.0,4.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,5.0,24.0,0.053808,0.064074,0.024517,0.864474,0.004799,1.251176,0.239504,1.143528,3.578125,48584836.0,63504384.0,0.0,249234.688314,249234.087762,1610471258793,1610471258793,1610471259233,1610471259085,1610471259084,1610471259084,1610471258797,1610471258485,1610471258485,1610471258484,1610471259233,1610471259233,1610471258483,0,0,1610471258793,1610471258795,1610471258794,0,0,0,2.8130000829696655,0,1.233000010251999,20.96500000357628,0,0
0,861.5699999630451,112.8400000333786,15.892000049352646,14.654999941587448,736.4900000393391,40.24899998307228,15.042000025510788,62.567999958992004,5.444999992847443,10.163999915122986,4.050000011920929,78.33500000834465,8.814000099897385,0.8500000238418579,4.491000026464462,5.984999984502792,1.2089999914169312,1.0269998908042908,0.61802,5,18.5,1620.1,40.25,2.14,78.95,249251.215782,0.0,2.0,2.0,203.0,2166.0,0.0,0.0,2268.0,34.0,4.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,6.0,28.0,0.040123,0.060648,0.021958,0.81628,0.004091,1.148618,0.205518,1.049758,3.15625,53430504.0,67670016.0,0.0,249249.86738,249249.272979,1610471273978,1610471273978,1610471274487,1610471274264,1610471274263,1610471274263,1610471273983,1610471273670,1610471273670,1610471273669,1610471274487,1610471274487,1610471273669,0,0,1610471273979,1610471273980,1610471273980,0,0,0,2.9840000569820404,0,1.9479999840259552,25.305999994277954,0,0
0,823.4779997169971,135.20699974894524,15.084000080823898,18.584000051021576,731.1499997973442,45.054999977350235,13.986000090837479,80.54999986290932,5.452000021934509,14.881000101566315,3.8330000042915344,67.51900002360344,7.893999874591827,1.0979999899864197,3.7029999494552612,6.054999977350235,1.7080000340938568,0.8100000023841858,0.589621,5,20.22,1689.77,41.11,2.51,100.77,249240.605828,0.0,2.0,2.0,194.0,3559.0,0.0,0.0,3661.0,31.0,4.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,8.0,28.0,0.044894,0.079533,0.023036,0.814888,0.003818,1.17033,0.204161,1.086951,3.625,55261356.0,72413184.0,0.0,249239.35048,249238.787109,1610471263500,1610471263500,1610471263909,1610471263747,1610471263746,1610471263746,1610471263504,1610471263184,1610471263184,1610471263183,1610471263909,1610471263909,1610471263183,0,0,1610471263500,1610471263502,1610471263501,0,0,0,2.096999943256378,0,1.7019999623298645,4.859999984502792,0,0
0,852.557000041008,122.13899978995323,14.733999907970428,14.289999932050705,742.8560000956059,38.0529999434948,13.859999895095825,75.12899994850159,5.719999998807907,10.542999923229218,4.234999984502792,64.33499994874,7.138999879360199,0.8740000128746033,3.7470000088214874,6.221999973058701,1.8180000185966492,1.014000028371811,0.607725,5,23.58,1365.91,36.96,3.27,89.7,249256.205272,0.0,3.0,2.0,197.0,3342.0,0.0,0.0,3442.0,32.0,6.0,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,6.0,26.0,0.037908,0.074479,0.018957,0.815668,0.00424,1.143961,0.192709,1.056056,3.21875,53434308.0,68403200.0,0.0,249254.868224,249254.28397,1610471278986,1610471278986,1610471279524,1610471279264,1610471279264,1610471279264,1610471278991,1610471278681,1610471278681,1610471278680,1610471279524,1610471279524,1610471278680,0,0,1610471278986,1610471278988,1610471278987,0,0,0,2.453000098466873,0,1.4029998779296875,24.31900003552437,0,0
0,868.0109996795654,130.891999989748,17.202000081539154,17.090999990701675,743.1009999811649,41.165000051259995,15.277000099420547,79.7519999742508,5.777999997138977,13.762999922037125,3.4079999923706055,70.17599999904633,7.697999984025955,1.9249999821186066,3.328000068664551,5.59799998998642,2.276999980211258,1.1939997971057892,0.595832,5,16.7,1670.53,40.87,1.99,84.91,248839.702676,0.0,2.0,2.0,272.0,2333.0,0.0,0.0,2429.0,57.0,4.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,5.0,23.0,0.039166,0.06325,0.036434,0.73671,0.003407,1.091614,0.212647,0.994795,3.234375,43953980.0,61145088.0,0.0,248838.475294,248837.904761,1610470862612,1610470862611,1610470863044,1610470862872,1610470862872,1610470862872,1610470862616,1610470862302,1610470862302,1610470862301,1610470863044,1610470863044,1610470862301,0,0,1610470862612,1610470862613,1610470862613,0,0,0,2.446999877691269,0,2.182000011205673,34.12700003385544,0,0
0,140.15599882602692,61.6349995136261,18.216000199317932,12.921000361442566,118.2799996137619,31.73800003528595,16.490000009536743,18.67799961566925,6.266999959945679,3.2050005197525024,3.2929998636245728,3.1899999380111694,10.50499975681305,1.726000189781189,9.679999828338623,0.29300010204315186,0.7140001058578491,0.14499986171722412,1.603362,5,57.6,103805.29,322.19,9.18,1706.48,596796.918626,0.0,6.0,2.0,194.0,117.0,0.0,0.0,337.0,35.0,12.0,2.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,5.0,57.0,0.031931,0.018142,0.013916,0.130913,0.003295,0.340667,0.14247,0.377999,1.40625,5792936.0,9707520.0,0.0,596796.153913,596794.712255,1608611551309,1608611551308,1608611552412,1608611551666,1608611551666,1608611551666,1608611551322,1608611551008,1608611551008,1608611550225,1608611552412,1608611552412,1608611550224,0,0,1608611551309,1608611551310,1608611551310,0,0,0,8.687999486923218,0.03600001335144043,0,0,0,0
0,1069.2199998795986,119.55100005865097,14.831000000238419,15.277999967336655,936.6019999980927,39.006999999284744,13.613999992609024,72.8910000026226,4.833000004291534,12.062000066041946,3.699999988079071,109.80399999022484,6.524000018835068,1.2170000076293945,3.2159999012947083,5.791999995708466,1.129000037908554,0.674000084400177,0.600142,5,19.57,3926.79,62.66,2.69,218.39,249011.779175,0.0,2.0,2.0,176.0,3680.0,0.0,0.0,3788.0,25.0,4.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,7.0,23.0,0.038932,0.072302,0.013888,1.056455,0.003715,1.397319,0.212027,1.285191,4.0625,102136400.0,119238656.0,0.0,249010.330689,249009.756627,1610471034470,1610471034470,1610471034856,1610471034727,1610471034727,1610471034726,1610471034475,1610471034155,1610471034155,1610471034153,1610471034856,1610471034856,1610471034152,0,0,1610471034471,1610471034472,1610471034471,0,0,0,2.1909997761249542,0,1.2360000312328339,4.388000011444092,0,0
0,899.011999964714,114.00900024175644,13.505999952554703,13.88499990105629,785.8179998993874,36.50200003385544,12.501999944448471,69.24100005626678,4.449000030755997,10.632999867200851,3.654000014066696,86.5750000178814,7.090000122785568,1.0040000081062317,3.2520000338554382,7.030000030994415,1.176000028848648,0.4559999704360962,0.601124,5,31.55,1014.44,31.85,3.34,104.21,249113.21276,0.0,2.0,2.0,173.0,3513.0,0.0,0.0,3609.0,24.0,4.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,6.0,25.0,0.036358,0.068235,0.011568,0.883613,0.003686,1.199771,0.196311,1.111561,3.703125,67474600.0,85438464.0,0.0,249111.897542,249111.320651,1610471136031,1610471136031,1610471136445,1610471136294,1610471136293,1610471136293,1610471136036,1610471135719,1610471135719,1610471135717,1610471136445,1610471136445,1610471135716,0,0,1610471136031,1610471136033,1610471136032,0,0,0,2.4240000247955322,0,0.8789999783039093,7.726999998092651,0,0
0,880.9559999704361,116.10400009155273,16.673999786376953,16.884000062942505,770.4740001261234,37.84700009226799,15.367999792098999,69.99799996614456,5.979999989271164,13.20700004696846,3.9410000443458557,80.4889999628067,6.8810000121593475,1.305999994277954,3.677000015974045,5.847999960184097,1.378000020980835,0.43599992990493774,0.574635,5,26.31,2199.51,46.9,2.44,166.53,249117.283594,0.0,3.0,2.0,176.0,3513.0,0.0,0.0,3619.0,25.0,6.0,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,6.0,24.0,0.037647,0.069251,0.015696,0.864535,0.00393,1.192577,0.201518,1.102457,3.1875,71431624.0,85442560.0,0.0,249116.020407,249115.469998,1610471140174,1610471140173,1610471140544,1610471140416,1610471140416,1610471140416,1610471140178,1610471139867,1610471139867,1610471139866,1610471140544,1610471140544,1610471139866,0,0,1610471140174,1610471140175,1610471140175,0,0,0,2.0060000121593475,0,1.0279999375343323,10.754000008106232,0,0
0,1116.2570000886917,132.6830000281334,15.248999893665314,16.602000176906586,978.7049998939037,42.400000005960464,13.93999993801117,82.0019999742508,6.118000000715256,12.693000167608261,2.949000060558319,114.64200007915497,7.424000024795532,1.3089999556541443,3.9090000092983246,5.579999923706055,0.8570000231266022,0.42000001668930054,0.595134,5,20.57,1692.1,41.14,2.83,89.2,249121.342852,0.0,2.0,2.0,176.0,2717.0,0.0,0.0,2819.0,25.0,4.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,6.0,25.0,0.039941,0.055401,0.012874,0.896774,0.002936,1.220458,0.212532,1.142802,3.34375,86596768.0,101847040.0,0.0,249120.001008,249119.435297,1610471144149,1610471144148,1610471144533,1610471144398,1610471144397,1610471144397,1610471144153,1610471143833,1610471143833,1610471143831,1610471144533,1610471144533,1610471143831,0,0,1610471144149,1610471144150,1610471144150,0,0,0,2.0190001130104065,0,1.4129999876022339,4.41100001335144,0,0
0,124.40800058841705,59.116000175476074,18.363999605178833,9.36299991607666,104.51899933815002,34.258999943733215,16.649999737739563,17.438000202178955,6.463000059127808,3.1559998989105225,3.1570000648498535,3.527999997138977,7.283000111579895,1.71399986743927,6.172000050544739,0.3909999132156372,0.1359999179840088,0.0830000638961792,1.490464,5,62.01,767765.48,876.22,27.01,7692.3,596824.473369,0.0,6.0,2.0,194.0,117.0,0.0,0.0,337.0,35.0,12.0,2.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,5.0,46.0,0.034613,0.016692,0.013939,0.113924,0.003161,0.304521,0.122192,0.333219,1.078125,5272580.0,9969664.0,0.0,596824.057215,596822.595717,1608611579309,1608611579308,1608611579966,1608611579570,1608611579569,1608611579569,1608611579314,1608611579007,1608611579007,1608611578109,1608611579966,1608611579966,1608611578108,0,0,1608611579309,1608611579310,1608611579309,0,0,0,6.267001152038574,0.034999966621398926,0,0,0,0
0,120.37199926376343,57.48200023174286,17.744000673294067,11.812999725341797,98.58599936962128,30.805999994277954,16.368000507354736,18.49899995326996,6.055999994277954,2.9349998235702515,3.078000068664551,3.0579999685287476,7.94700014591217,1.376000165939331,8.752999901771545,0.2669999599456787,0.23000013828277588,0.0710000991821289,1.471241,5,70.44,157675.7,397.08,21.63,2873.56,596828.998663,0.0,6.0,2.0,194.0,117.0,0.0,0.0,337.0,35.0,12.0,2.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,5.0,61.0,0.03103,0.017296,0.016797,0.109256,0.003071,0.302207,0.124757,0.350671,1.140625,5956580.0,9969664.0,0.0,596828.516271,596827.07166,1608611583762,1608611583762,1608611584491,1608611584029,1608611584028,1608611584028,1608611583767,1608611583461,1608611583460,1608611582584,1608611584491,1608611584491,1608611582584,0,0,1608611583762,1608611583763,1608611583763,0,0,0,9.25599980354309,0.125,0,0,0,0
0,109.93399977684021,56.682000517845154,19.30999982357025,9.317999839782715,90.71299946308136,33.25999987125397,17.57699990272522,16.047000288963318,5.9709999561309814,2.8179999589920044,3.018999934196472,3.404000163078308,7.151000380516052,1.7329999208450317,6.367999911308289,0.4450000524520874,0.2239999771118164,0.08900010585784912,1.493669,5,60.88,236405.06,486.22,23.57,3508.77,596833.602524,0.0,6.0,2.0,194.0,117.0,0.0,0.0,337.0,35.0,12.0,2.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,5.0,43.0,0.033349,0.014906,0.012222,0.100584,0.003024,0.290113,0.126028,0.339028,1.03125,5178828.0,9707520.0,0.0,596833.122273,596831.659784,1608611588381,1608611588381,1608611589100,1608611588634,1608611588634,1608611588634,1608611588387,1608611588080,1608611588079,1608611587174,1608611589100,1608611589100,1608611587171,0,0,1608611588381,1608611588383,1608611588382,0,0,0,6.293000102043152,0.13199996948242188,0,0,0,0
0,716.5530002117157,119.73100000619888,15.851999908685684,13.98399993777275,620.0120001137257,47.94300004839897,15.196999907493591,63.74600002169609,5.793000012636185,10.90599998831749,3.1330000162124634,56.990999937057495,6.961999952793121,0.6550000011920929,3.0779999494552612,6.1030000150203705,1.0799999833106995,0.7040001153945923,0.589815,5,19.61,3569.2,59.74,2.16,214.27,249344.398857,0.0,3.0,2.0,221.0,3163.0,0.0,0.0,3269.0,40.0,6.0,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,6.0,25.0,0.047703,0.061646,0.021732,0.69268,0.003139,1.021565,0.194665,0.958341,3.046875,53432332.0,69160960.0,0.0,249343.181078,249342.616172,1610471367323,1610471367322,1610471367747,1610471367577,1610471367577,1610471367577,1610471367328,1610471367013,1610471367013,1610471367012,1610471367747,1610471367747,1610471367012,0,0,1610471367323,1610471367324,1610471367324,0,0,0,1.9370000064373016,0,1.559000015258789,20.32099997997284,0,0
0,107.87300086021423,44.62300002574921,15.975999593734741,5.23199999332428,84.4920003414154,34.9579998254776,14.360999703407288,7.0940001010894775,5.862000107765198,3.2900002002716064,3.9600000381469727,3.615000009536743,2.359000086784363,1.6149998903274536,1.9419997930526733,8.041000008583069,0.2120000123977661,0.5540002584457397,2.959478,5,42.49,1689.9,41.11,8.71,139.22,574354.447964,0.0,6.0,2.0,302.0,117.0,0.0,0.0,373.0,70.0,12.0,2.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,3.0,15.0,0.034765,0.006437,0.035582,0.098508,0.003959,0.25948,0.080229,0.38533,3.171875,5308784.0,9969664.0,0.0,574354.134988,574351.200654,1608589107089,1608589107088,1608589109982,1608589109711,1608589109710,1608589109710,1608589107097,1608589106779,1608589106779,1608589106776,1608589109982,1608589109982,1608589106776,0,0,1608589107089,1608589107093,1608589107092,0,0,0,1.349000096321106,0,0,0,0,0
0,132.04599964618683,57.75700008869171,20.838000297546387,4.941999793052673,105.67499923706055,44.17200005054474,19.153000116348267,10.398000001907349,6.912999868392944,3.5119999647140503,5.2790000438690186,3.192000150680542,2.725000023841858,1.6850001811981201,1.429999828338623,9.327999949455261,0.4620000123977661,0.13300037384033203,0.645689,5,46.46,1028.41,32.07,19.38,94.81,583981.12531,0.0,6.0,2.0,209.0,117.0,0.0,0.0,342.0,39.0,12.0,2.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,3.0,9.0,0.043943,0.008597,0.021125,0.122384,0.005261,0.300031,0.098721,0.259876,0.6875,5381636.0,7086080.0,0.0,583980.959787,583980.348802,1608598736240,1608598736239,1608598736676,1608598736535,1608598736535,1608598736535,1608598736246,1608598735926,1608598735926,1608598735924,1608598736676,1608598736676,1608598735924,0,0,1608598736240,1608598736242,1608598736241,0,0,0,1.5260000228881836,0,0,0,0,0
0,98.94100022315979,45.11800038814545,14.808000206947327,4.999999642372131,77.59700012207031,35.407999992370605,13.510000109672546,7.259999990463257,6.8140000104904175,3.7549996376037598,3.4449998140335083,2.333999991416931,2.255000352859497,1.2980000972747803,1.2450000047683716,7.628000378608704,0.1950000524520874,0.2690000534057617,0.561441,5,55.64,1689.77,41.11,18.37,126.45,583819.371244,0.0,6.0,2.0,227.0,117.0,0.0,0.0,348.0,45.0,12.0,2.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,3.0,10.0,0.035234,0.006463,0.021509,0.090815,0.003428,0.234051,0.076602,0.263309,0.6875,5460828.0,7086080.0,0.0,583819.215098,583818.683338,1608598574561,1608598574560,1608598574922,1608598574791,1608598574790,1608598574790,1608598574565,1608598574260,1608598574260,1608598574259,1608598574922,1608598574922,1608598574259,0,0,1608598574561,1608598574562,1608598574561,0,0,0,0.8539998531341553,0,0,0,0,0
0,128.5520007610321,45.98399996757507,18.401999831199646,4.59399950504303,106.35200035572052,34.031999826431274,16.8219997882843,8.733999967575073,6.859000086784363,3.4739996194839478,4.17199981212616,2.662000060081482,3.0930001735687256,1.5800000429153442,1.119999885559082,7.5990002155303955,0.125,0.18200016021728516,0.603116,5,56.21,1931.06,43.94,19.89,134.35,583983.150536,0.0,6.0,2.0,209.0,117.0,0.0,0.0,342.0,39.0,12.0,2.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,3.0,10.0,0.033854,0.008048,0.019594,0.119597,0.004177,0.269707,0.084437,0.27743,0.671875,5377384.0,7086080.0,0.0,583982.995599,583982.42156,1608598738304,1608598738303,1608598738703,1608598738571,1608598738570,1608598738570,1608598738308,1608598737997,1608598737997,1608598737996,1608598738703,1608598738703,1608598737996,0,0,1608598738304,1608598738305,1608598738304,0,0,0,0.7260000705718994,0,0,0,0,0
0,100.1749997138977,42.54899978637695,15.497000336647034,6.0650001764297485,80.25499987602234,32.62999999523163,13.78000020980835,6.989999890327454,5.409999847412109,4.1980003118515015,3.675999879837036,2.48199999332428,2.6029999256134033,1.717000126838684,1.866999864578247,7.122999906539917,0.3259999752044678,0.18200016021728516,0.568184,5,52.43,324.42,18.01,23.79,67.2,583985.207075,0.0,6.0,2.0,209.0,117.0,0.0,0.0,342.0,39.0,12.0,2.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,3.0,10.0,0.032408,0.005641,0.0223,0.092984,0.003675,0.24373,0.086722,0.27176,0.734375,5365864.0,7086080.0,0.0,583985.045226,583984.502368,1608598740394,1608598740393,1608598740757,1608598740621,1608598740620,1608598740620,1608598740397,1608598740079,1608598740079,1608598740078,1608598740757,1608598740757,1608598740078,0,0,1608598740394,1608598740395,1608598740394,0,0,0,1.0470000505447388,0,0,0,0,0
0,144.93199932575226,50.432000517845154,16.914999961853027,6.25499963760376,121.28499972820282,39.437000036239624,15.674999952316284,7.556000113487244,7.274999976158142,4.512999773025513,4.5710002183914185,2.578000068664551,3.2260003089904785,1.2400000095367432,1.741999864578247,8.177999496459961,0.21300005912780762,0.153999924659729,0.646643,5,38.24,443.92,21.07,12.2,60.55,583987.664088,0.0,6.0,2.0,209.0,117.0,0.0,0.0,342.0,39.0,12.0,2.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,3.0,11.0,0.039278,0.006896,0.021102,0.136433,0.004585,0.302885,0.094591,0.319584,0.828125,5372776.0,7086080.0,0.0,583987.452761,583986.832607,1608598742723,1608598742722,1608598743213,1608598743028,1608598743028,1608598743028,1608598742727,1608598742410,1608598742410,1608598742408,1608598743214,1608598743214,1608598742408,0,0,1608598742723,1608598742724,1608598742723,0,0,0,0.8909999132156372,0,0,0,0,0
0,108.67800009250641,40.15999972820282,21.074999809265137,4.738999724388123,87.24699985980988,30.841000080108643,19.57699978351593,7.157999873161316,5.884999990463257,3.322000026702881,4.276000022888184,2.4170000553131104,1.987999677658081,1.4980000257492065,1.4169996976852417,7.347000002861023,0.17300009727478027,0.1770000457763672,0.635856,5,44.77,1012.14,31.81,12.47,99.47,583885.275853,0.0,6.0,2.0,221.0,117.0,0.0,0.0,346.0,43.0,12.0,2.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,3.0,11.0,0.030722,0.00631,0.018816,0.103578,0.004281,0.23784,0.074133,0.261102,0.84375,5427516.0,7086080.0,0.0,583885.081805,583884.471784,1608598640360,1608598640360,1608598640831,1608598640658,1608598640657,1608598640657,1608598640364,1608598640049,1608598640049,1608598640047,1608598640831,1608598640831,1608598640047,0,0,1608598640360,1608598640361,1608598640361,0,0,0,1.3290001153945923,0,0,0,0,0
